"","mRNA","GO","Term","Annotated","Significant","Expected","Fisher","ontology","sig.prop"
"6895","evm.TU.chromosome_14.7281.1.5f15e62c","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6896","evm.TU.chromosome_14.7281.1.5f15e62c","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6897","evm.TU.chromosome_14.7283","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6898","evm.TU.chromosome_14.7283","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6899","evm.TU.chromosome_14.4739","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6900","evm.TU.chromosome_14.4734","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6901","evm.TU.chromosome_14.4732","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6902","evm.TU.chromosome_14.1758","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6903","evm.TU.chromosome_14.1755","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6904","evm.TU.chromosome_14.1755","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6905","evm.TU.chromosome_14.1757","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6906","evm.TU.chromosome_14.1757","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6907","evm.TU.chromosome_14.6197","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6908","evm.TU.chromosome_14.6197","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6909","evm.TU.chromosome_14.5262","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6910","evm.TU.chromosome_14.5262","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6911","evm.TU.chromosome_14.5654","GO:0031625","ubiquitin protein ligase binding",324,7,2.82,0.0237,"Molecular Functions",0.0216049382716049
"6912","evm.TU.chromosome_14.4308","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6913","evm.TU.chromosome_14.577","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6914","evm.TU.chromosome_14.577","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6915","evm.TU.chromosome_14.579","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6916","evm.TU.chromosome_14.2584","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6917","evm.TU.chromosome_14.2584","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6918","evm.TU.chromosome_14.632","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6919","evm.TU.chromosome_14.632","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6920","evm.TU.chromosome_14.633","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6921","evm.TU.chromosome_14.5679","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6922","evm.TU.chromosome_14.6261","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6923","evm.TU.chromosome_14.6261","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6924","evm.TU.chromosome_14.6261","GO:0004386","helicase activity",274,7,2.39,0.0075,"Molecular Functions",0.0255474452554745
"6925","evm.TU.chromosome_14.434","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6926","evm.TU.chromosome_14.434","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6927","evm.TU.chromosome_14.5545","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6928","evm.TU.chromosome_14.5545","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6929","evm.TU.chromosome_14.3067","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6930","evm.TU.chromosome_14.3067","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6931","evm.TU.chromosome_14.3066","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6932","evm.TU.chromosome_14.3066","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6933","evm.TU.chromosome_14.5036","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6934","evm.TU.chromosome_14.5036","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6935","evm.TU.chromosome_14.6420","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6936","evm.TU.chromosome_14.6420","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6937","evm.TU.chromosome_14.2082","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6938","evm.TU.chromosome_14.2082","GO:0004386","helicase activity",274,7,2.39,0.0075,"Molecular Functions",0.0255474452554745
"6939","evm.TU.chromosome_14.2082","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6940","evm.TU.chromosome_14.1199","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6941","evm.TU.chromosome_14.1199","GO:0031625","ubiquitin protein ligase binding",324,7,2.82,0.0237,"Molecular Functions",0.0216049382716049
"6942","evm.TU.chromosome_14.1194","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6943","evm.TU.chromosome_14.6355","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6944","evm.TU.chromosome_14.6355","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6945","evm.TU.chromosome_14.6356","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6946","evm.TU.chromosome_14.6356","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6947","evm.TU.chromosome_14.6357","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6948","evm.TU.chromosome_14.6357","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6949","evm.TU.chromosome_14.6358","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6950","evm.TU.chromosome_14.6358.1.5f15e41f","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6951","evm.TU.chromosome_14.6359","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6952","evm.TU.chromosome_14.6359","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6953","evm.TU.chromosome_14.2506","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6954","evm.TU.chromosome_14.2506","GO:0004386","helicase activity",274,7,2.39,0.0075,"Molecular Functions",0.0255474452554745
"6955","evm.TU.chromosome_14.2506","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6956","evm.TU.chromosome_14.327","GO:0031625","ubiquitin protein ligase binding",324,7,2.82,0.0237,"Molecular Functions",0.0216049382716049
"6957","evm.TU.chromosome_14.1788","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6958","evm.TU.chromosome_14.6830","GO:0031625","ubiquitin protein ligase binding",324,7,2.82,0.0237,"Molecular Functions",0.0216049382716049
"6959","evm.TU.chromosome_14.6836","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6960","evm.TU.chromosome_14.6836","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6961","evm.TU.chromosome_14.6785","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6962","evm.TU.chromosome_14.6785","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6963","evm.TU.chromosome_14.3141","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6964","evm.TU.chromosome_14.3141","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6965","evm.TU.chromosome_14.3141","GO:0004386","helicase activity",274,7,2.39,0.0075,"Molecular Functions",0.0255474452554745
"6966","evm.TU.chromosome_14.959","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6967","evm.TU.chromosome_14.959","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6968","evm.TU.chromosome_14.174","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6969","evm.TU.chromosome_14.174","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6970","evm.TU.chromosome_14.177","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6971","evm.TU.chromosome_14.177","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6972","evm.TU.chromosome_14.1613","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6973","evm.TU.chromosome_14.5379","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6974","evm.TU.chromosome_14.5377","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6975","evm.TU.chromosome_14.5375","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6976","evm.TU.chromosome_14.1116","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6977","evm.TU.chromosome_14.1116","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6978","evm.TU.chromosome_14.6163.1.5f15e3c0","GO:0031625","ubiquitin protein ligase binding",324,7,2.82,0.0237,"Molecular Functions",0.0216049382716049
"6979","evm.TU.chromosome_14.6165","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6980","evm.TU.chromosome_14.6165.1.5f15e3c1","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6981","evm.TU.chromosome_14.6165.2.5f15e3c1","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6982","evm.TU.chromosome_14.855","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6983","evm.TU.chromosome_14.851","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6984","evm.TU.chromosome_14.5669","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6985","evm.TU.chromosome_14.5668","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6986","evm.TU.chromosome_14.5666","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6987","evm.TU.chromosome_14.5666","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6988","evm.TU.chromosome_14.5661","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6989","evm.TU.chromosome_14.5661","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6990","evm.TU.chromosome_14.5661","GO:0004386","helicase activity",274,7,2.39,0.0075,"Molecular Functions",0.0255474452554745
"6991","evm.TU.chromosome_14.5087","GO:0004613","phosphoenolpyruvate carboxykinase (GTP) activity",2,1,0.02,0.0174,"Molecular Functions",0.5
"6992","evm.TU.chromosome_14.5087","GO:0004613","phosphoenolpyruvate carboxykinase (GTP) activity",2,1,0.02,0.0174,"Molecular Functions",0.5
"6993","evm.TU.chromosome_14.544","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6994","evm.TU.chromosome_14.545","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6995","evm.TU.chromosome_14.5435","GO:0005164","tumor necrosis factor receptor binding",140,4,1.22,0.0343,"Molecular Functions",0.0285714285714286
"6996","evm.TU.chromosome_14.5436","GO:0005164","tumor necrosis factor receptor binding",140,4,1.22,0.0343,"Molecular Functions",0.0285714285714286
"6997","evm.TU.chromosome_14.5436","GO:0031625","ubiquitin protein ligase binding",324,7,2.82,0.0237,"Molecular Functions",0.0216049382716049
"6998","evm.TU.chromosome_14.4624","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"6999","evm.TU.chromosome_14.4624","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7000","evm.TU.chromosome_14.6590","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7001","evm.TU.chromosome_14.6590","GO:0004176","ATP-dependent peptidase activity",4,1,0.03,0.0344,"Molecular Functions",0.25
"7002","evm.TU.chromosome_14.6590","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7003","evm.TU.chromosome_14.6590","GO:0004176","ATP-dependent peptidase activity",4,1,0.03,0.0344,"Molecular Functions",0.25
"7004","evm.TU.chromosome_14.3512","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7005","evm.TU.chromosome_14.3512","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7006","evm.TU.chromosome_14.3512","GO:0004386","helicase activity",274,7,2.39,0.0075,"Molecular Functions",0.0255474452554745
"7007","evm.TU.chromosome_14.6043","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7008","evm.TU.chromosome_14.6043","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7009","evm.TU.chromosome_14.2745","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7010","evm.TU.chromosome_14.2745","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7011","evm.TU.chromosome_14.1807","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7012","evm.TU.chromosome_14.1807","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7013","evm.TU.chromosome_14.1806","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7014","evm.TU.chromosome_14.1806","GO:0008017","microtubule binding",145,4,1.26,0.0382,"Molecular Functions",0.0275862068965517
"7015","evm.TU.chromosome_14.1806","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7016","evm.TU.chromosome_14.1806","GO:0008017","microtubule binding",145,4,1.26,0.0382,"Molecular Functions",0.0275862068965517
"7017","evm.TU.chromosome_14.4978","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7018","evm.TU.chromosome_14.4978","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7019","evm.TU.chromosome_14.4971","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7020","evm.TU.chromosome_14.4971","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7021","evm.TU.chromosome_14.3701","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7022","evm.TU.chromosome_14.3701","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7023","evm.TU.chromosome_14.6369","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7024","evm.TU.chromosome_14.6369","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7025","evm.TU.chromosome_14.6368","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7026","evm.TU.chromosome_14.6368","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7027","evm.TU.chromosome_14.6363","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7028","evm.TU.chromosome_14.6362","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7029","evm.TU.chromosome_14.6362","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7030","evm.TU.chromosome_14.6365","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7031","evm.TU.chromosome_14.6365","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7032","evm.TU.chromosome_14.6367","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7033","evm.TU.chromosome_14.5708","GO:0004386","helicase activity",274,7,2.39,0.0075,"Molecular Functions",0.0255474452554745
"7034","evm.TU.chromosome_14.5700","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7035","evm.TU.chromosome_14.5700","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7036","evm.TU.chromosome_14.5701","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7037","evm.TU.chromosome_14.5701","GO:0004386","helicase activity",274,7,2.39,0.0075,"Molecular Functions",0.0255474452554745
"7038","evm.TU.chromosome_14.3913","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7039","evm.TU.chromosome_14.3913","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"7040","evm.TU.chromosome_14.3913","GO:0004386","helicase activity",274,7,2.39,0.0075,"Molecular Functions",0.0255474452554745
