Coords	Name	MIRNA	AST-1065_R1_001.fastq.gz_1	AST-1147_R1_001.fastq.gz_1	AST-1412_R1_001.fastq.gz_1	AST-1560_R1_001.fastq.gz_1	AST-1567_R1_001.fastq.gz_1	AST-1617_R1_001.fastq.gz_1	AST-1722_R1_001.fastq.gz_1	AST-2000_R1_001.fastq.gz_1	AST-2007_R1_001.fastq.gz_1	AST-2302_R1_001.fastq.gz_1	AST-2360_R1_001.fastq.gz_1	AST-2398_R1_001.fastq.gz_1	AST-2404_R1_001.fastq.gz_1	AST-2412_R1_001.fastq.gz_1	AST-2512_R1_001.fastq.gz_1	AST-2523_R1_001.fastq.gz_1	AST-2563_R1_001.fastq.gz_1	AST-2729_R1_001.fastq.gz_1	AST-2755_R1_001.fastq.gz_1
chromosome_14:25020918-25021321	Cluster_6942	N	17	266	17	0	37	251	171	24	88	166	10	141	4	3	7	50	34	2	12
chromosome_14:25024411-25025254	Cluster_6943	N	24	316	50	1	58	324	94	123	103	198	15	213	10	8	4	137	35	16	11
chromosome_14:25025846-25026272	Cluster_6944	N	218	249	11	3	53	799	358	37	499	775	26	739	31	31	3	68	20	1	45
chromosome_14:25028305-25029013	Cluster_6945	N	44	821	109	8	18	476	4413	121	76	223	39	196	14	8	2	108	65	26	44
chromosome_14:25039198-25039662	Cluster_6946	N	32	297	33	3	39	231	64	70	28	128	29	70	20	4	0	52	85	4	40
chromosome_14:25040957-25041862	Cluster_6947	N	175	3095	75	1	14	613	726	153	19	364	74	861	182	13	0	609	36	10	28
chromosome_14:25042142-25042570	Cluster_6948	N	21	320	1	1	6	106	51	6	1	62	10	52	5	2	0	71	2	0	1
chromosome_14:25043737-25044211	Cluster_6949	N	0	812	0	0	0	0	219	3	0	79	0	8	228	0	0	55	0	0	0
chromosome_14:25044730-25045519	Cluster_6950	N	9	43	1397	1	3	1022	47	15	4	43	1	22	0	0	0	5	67	0	3
chromosome_14:25050025-25050452	Cluster_6951	N	4	1	11	1	4	343	0	0	0	3	0	6	0	0	77	2	0	0	1
chromosome_14:25061085-25061514	Cluster_6952	N	585	803	0	0	0	1	20	0	0	548	2	308	18	2	0	149	0	0	0
chromosome_14:25065012-25065437	Cluster_6953	N	21	156	8	2	16	79	121	13	35	29	2	77	83	13	5	21	3	1	89
chromosome_14:25066421-25066848	Cluster_6954	N	14	619	4	1	18	245	362	6	0	121	7	6	79	0	0	56	0	8	10
chromosome_14:25069393-25069821	Cluster_6955	N	5	414	7	0	0	3	44	22	1	12	0	37	4	0	0	9	2	6	2
chromosome_14:25076905-25077331	Cluster_6956	N	0	375	22	0	12	209	225	24	0	0	0	0	5	10	8	54	0	0	0
chromosome_14:25078507-25078933	Cluster_6957	N	0	712	0	0	1	30	79	8	1	0	1	0	5	5	7	6	2	1	2
chromosome_14:25079477-25079906	Cluster_6958	N	2	390	359	5	143	200	129	27	0	0	2	0	347	54	0	25	10	0	0
chromosome_14:25086607-25087030	Cluster_6959	N	0	247	4	1	4	439	56	38	1	14	1	2	15	14	0	11	21	31	11
chromosome_14:25089763-25090194	Cluster_6960	N	16	724	23	0	5	617	126	62	21	54	1	29	123	25	15	69	43	8	3
chromosome_14:25093221-25093626	Cluster_6961	N	17	140	3	0	22	56	296	54	13	25	1	37	90	7	0	18	22	4	53
chromosome_14:25093877-25094288	Cluster_6962	N	8	278	3	0	15	18	349	35	18	10	5	18	12	2	2	12	17	4	29
chromosome_14:25096236-25096654	Cluster_6963	N	27	194	107	4	7	15	83	95	0	47	0	25	312	59	9	10	7	64	106
chromosome_14:25096840-25097268	Cluster_6964	N	8	475	12	1	7	42	182	82	5	11	5	61	32	2	12	20	7	1	78
chromosome_14:25104758-25105457	Cluster_6965	N	60	1453	6	0	2	15	157	16	6	5	0	45	489	5	0	68	1	0	87
chromosome_14:25105759-25106181	Cluster_6966	N	17	263	2	0	0	0	75	0	3	2	0	0	302	0	0	38	0	0	41
chromosome_14:25106347-25106773	Cluster_6967	N	26	238	0	0	9	0	71	0	0	1	0	1	217	0	0	32	0	0	50
chromosome_14:25106991-25107420	Cluster_6968	N	6	397	7	1	21	8	270	55	2	72	0	18	23	0	0	29	12	0	13
chromosome_14:25107552-25108004	Cluster_6969	N	29	764	47	0	14	54	752	88	5	66	1	59	29	11	3	36	41	2	53
chromosome_14:25108286-25109148	Cluster_6970	N	65	1203	162	1	107	451	1232	384	62	250	19	194	219	29	4	188	341	43	224
chromosome_14:25132537-25132964	Cluster_6971	N	2	28	1	1	0	2	1085	0	0	86	0	0	3	0	0	5	5	0	2
chromosome_14:25133513-25133942	Cluster_6972	N	0	0	0	0	0	0	670	0	1	0	3	0	22	2	0	0	0	0	0
chromosome_14:25142614-25143039	Cluster_6973	N	18	0	4	0	16	18	270	5	0	79	2	6	98	1	0	39	0	17	5
chromosome_14:25147836-25148968	Cluster_6974	N	1	761	25	2	40	1541	441	653	2486	192	557	195	1	232	0	6	64	30	27
chromosome_14:25155995-25156423	Cluster_6975	N	6	1	22	0	3	151	182	82	216	21	23	10	158	13	13	1	35	20	13
chromosome_14:25170072-25170499	Cluster_6976	N	6	22	8	1	4	47	805	33	2	215	3	63	7	14	0	1	4	4	5
chromosome_14:25172167-25172584	Cluster_6977	N	10	133	15	0	42	33	106	39	15	45	6	95	19	3	6	6	41	13	9
chromosome_14:25174555-25174983	Cluster_6978	N	8	190	17	1	10	4	298	46	8	26	1	50	29	47	1	14	37	3	28
chromosome_14:25175918-25176528	Cluster_6979	N	16	307	27	4	9	73	205	70	62	46	6	42	45	16	4	37	26	6	67
chromosome_14:25177162-25178840	Cluster_6980	N	104	3398	712	7	329	3895	6407	509	655	778	87	952	379	93	39	274	270	235	195
chromosome_14:25179101-25180192	Cluster_6981	N	68	776	71	0	90	148	549	258	103	145	20	218	64	70	2	64	307	30	77
chromosome_14:25180308-25180737	Cluster_6982	N	46	395	30	4	20	104	511	133	51	73	3	72	14	35	8	23	88	22	90
chromosome_14:25181346-25181775	Cluster_6983	N	2	28	1935	2	4	4228	5285	164	33	1	5	19	18	33	4	12	2556	22	193
chromosome_14:25182411-25183091	Cluster_6984	N	35	819	58	1	109	326	706	389	33	394	22	295	127	42	4	73	242	31	84
chromosome_14:25183745-25184173	Cluster_6985	N	6	203	37	2	10	11	3378	48	2	119	5	93	11	0	8	21	17	21	8
chromosome_14:25191272-25191697	Cluster_6986	N	2	330	3	0	1	12	78	4	38	0	2	2	1	4	16	9	10	0	2
chromosome_14:25197681-25198164	Cluster_6987	N	9	137	107	2	42	111	146	177	45	49	10	75	62	14	9	48	44	5	56
chromosome_14:25199078-25199501	Cluster_6988	N	7	201	10	0	17	52	153	34	0	116	0	83	12	6	1	23	29	3	20
chromosome_14:25199772-25200949	Cluster_6989	N	122	1992	82	3	28	3824	1126	184	1	561	6	386	175	46	9	138	141	22	136
chromosome_14:25203052-25203452	Cluster_6990	N	12	363	9	2	6	22	149	8	13	49	3	47	20	7	5	13	7	1	10
chromosome_14:25243151-25243580	Cluster_6991	N	4	613	12	0	3	43	198	16	4	9	0	4	3	9	2	7	5	5	5
chromosome_14:25244312-25244718	Cluster_6992	N	12	384	6	0	17	66	273	23	14	41	0	66	16	5	3	29	0	2	14
chromosome_14:25245148-25245577	Cluster_6993	N	43	860	17	1	15	64	105	34	20	181	4	144	2	13	2	0	28	41	4
chromosome_14:25245595-25246218	Cluster_6994	N	82	1444	21	1	33	82	658	36	16	138	7	181	111	39	6	81	40	24	64
chromosome_14:25246733-25247164	Cluster_6995	N	4	467	21	0	16	58	525	39	20	17	5	26	103	13	1	58	31	2	69
chromosome_14:25247514-25247955	Cluster_6996	N	2	731	2	0	0	44	193	13	19	75	6	62	6	3	0	19	33	3	30
chromosome_14:25248457-25248885	Cluster_6997	N	26	363	0	0	2	64	20	2	4	183	2	130	48	1	0	0	2	7	2
chromosome_14:25249340-25249850	Cluster_6998	N	9	577	0	0	17	80	405	39	27	6	9	102	31	15	5	9	39	9	16
chromosome_14:25254969-25255429	Cluster_6999	N	83	790	38	4	49	217	1110	491	195	526	28	412	183	69	21	1	523	21	168
chromosome_14:25255466-25256155	Cluster_7000	N	53	984	62	3	46	257	692	83	82	300	13	183	53	31	17	31	126	30	83
chromosome_14:25269515-25270547	Cluster_7001	N	25	679	17	0	50	362	1005	174	57	159	23	227	38	8	4	59	22	9	20
chromosome_14:25270725-25271566	Cluster_7002	N	74	4187	354	0	707	1223	1717	659	477	1759	81	1026	934	100	199	422	317	81	51
chromosome_14:25272563-25272980	Cluster_7003	N	14	300	13	1	10	64	279	59	10	32	8	57	7	5	0	18	10	2	0
chromosome_14:25275287-25275699	Cluster_7004	N	2	214	19	0	12	25	115	24	19	38	2	85	3	2	1	13	1	0	0
chromosome_14:25275861-25276261	Cluster_7005	N	6	323	4	0	19	66	331	25	12	44	4	380	21	1	1	15	2	2	0
chromosome_14:25278099-25278762	Cluster_7006	N	19	1375	23	0	129	373	328	47	255	38	28	88	40	1	1	32	2	12	5
chromosome_14:25279457-25280012	Cluster_7007	N	10	463	7	2	28	403	878	180	11	48	14	82	34	28	27	37	21	3	39
chromosome_14:25280350-25280761	Cluster_7008	N	14	300	14	2	22	106	563	176	16	53	4	34	30	15	9	23	8	2	16
chromosome_14:25281285-25281889	Cluster_7009	N	16	2823	26	8	26	658	1673	222	532	1999	64	59	38	541	20	1055	128	3	21
chromosome_14:25281994-25282423	Cluster_7010	N	7	321	4	0	5	341	355	18	8	67	2	5	18	20	0	62	30	2	6
chromosome_14:25284740-25285167	Cluster_7011	N	0	137	0	0	14	52	95	17	9	0	4	6	43	0	0	249	6	1	3
chromosome_14:25285971-25286399	Cluster_7012	N	73	0	0	1	0	0	424	4	0	32	0	0	140	0	1	5	1	0	54
chromosome_14:25289939-25290362	Cluster_7013	N	2	0	0	1	0	1	452	20	0	117	0	0	499	1	0	2	31	7	43
chromosome_14:25294116-25294522	Cluster_7014	N	9	311	7	2	1	33	283	81	1	27	2	0	29	7	1	26	12	2	8
chromosome_14:25302751-25303180	Cluster_7015	N	11	274	13	1	7	36	166	166	39	37	4	55	23	4	3	40	43	16	16
chromosome_14:25306640-25307893	Cluster_7016	N	158	3525	38	2	28	420	596	117	430	965	7	157	3	12	73	24	49	157	42
chromosome_14:25310808-25311237	Cluster_7017	N	2	17	68	1	131	82	295	437	185	50	18	12	77	214	11	19	82	1	23
chromosome_14:25315022-25315427	Cluster_7018	N	2	302	9	0	3	97	119	29	2	33	1	12	21	11	1	32	10	0	10
chromosome_14:25319894-25320555	Cluster_7019	N	62	580	4	4	6	186	168	86	1925	787	273	6	510	516	21	57	48	4	41
chromosome_14:25321370-25322139	Cluster_7020	N	17	813	20	27	23	435	479	26	104	100	24	32	39	18	13	77	26	5	27
chromosome_14:25322882-25323599	Cluster_7021	N	49	2733	71	0	7	562	576	11	266	629	36	647	516	50	27	242	156	21	50
chromosome_14:25323909-25324713	Cluster_7022	N	56	978	37	2	26	304	398	18	231	200	10	216	45	27	26	113	29	7	26
chromosome_14:25324979-25325401	Cluster_7023	N	1	173	9	0	4	78	74	2	34	39	3	60	1	1	1	9	17	0	2
chromosome_14:25325609-25326785	Cluster_7024	N	1517	16769	1390	35	1792	2407	4919	438	1473	3977	226	2265	1982	232	11	3727	667	466	219
chromosome_14:25327353-25328196	Cluster_7025	N	106	3501	65	3	51	201	340	65	95	200	20	103	256	21	25	374	28	24	36
chromosome_14:25328342-25328769	Cluster_7026	N	67	587	45	0	208	87	330	67	53	199	9	113	112	13	3	324	49	18	56
chromosome_14:25329021-25329589	Cluster_7027	N	28	602	19	1	41	72	122	42	44	287	17	49	70	21	15	132	11	7	12
chromosome_14:25330047-25330700	Cluster_7028	N	20	616	19	1	37	48	225	75	50	101	5	116	114	3	3	68	18	5	12
chromosome_14:25331905-25332331	Cluster_7029	N	0	386	5	0	7	22	68	14	2	297	1	19	302	0	0	3	2	0	0
chromosome_14:25333743-25334433	Cluster_7030	N	77	1296	30	2	1	174	274	151	169	322	29	446	347	78	17	226	51	17	39
chromosome_14:25335215-25335643	Cluster_7031	N	1	933	1	168	4	273	1	72	522	0	4	1	6	2	2	33	32	0	0
chromosome_14:25340879-25341288	Cluster_7032	N	18	269	21	0	28	111	220	102	20	48	14	42	23	6	3	50	25	7	22
chromosome_14:25342346-25342775	Cluster_7033	N	12	316	20	0	32	47	114	149	26	55	5	90	40	1	2	36	15	8	5
chromosome_14:25342831-25343238	Cluster_7034	N	10	213	28	0	3	37	63	112	98	61	7	112	28	12	9	41	31	2	54
chromosome_14:25344240-25344670	Cluster_7035	N	12	1013	32	3	5	483	279	153	123	44	5	143	32	6	19	19	17	13	41
chromosome_14:25352013-25352442	Cluster_7036	N	77	159	8	0	0	246	0	1	138	3	2	57	4	0	0	223	4	0	27
chromosome_14:25353771-25354389	Cluster_7037	N	328	10978	709	1	1267	2343	1558	1420	207	3999	73	882	1479	411	59	1117	51	20	491
chromosome_14:25354913-25355475	Cluster_7038	N	135	2750	183	0	205	841	470	343	69	914	25	601	286	147	69	310	2	4	192
chromosome_14:25355512-25355939	Cluster_7039	N	10	157	58	0	11	55	137	62	175	69	4	179	81	11	5	16	2	0	43
chromosome_14:25357056-25357483	Cluster_7040	N	20	391	30	3	22	68	204	100	35	116	1	134	46	6	3	40	9	4	19
chromosome_14:25357535-25357964	Cluster_7041	N	16	321	27	3	21	122	244	107	36	52	5	16	48	15	3	70	22	10	49
chromosome_14:25359917-25360753	Cluster_7042	N	43	879	25	1	12	163	384	136	167	217	26	84	147	41	9	69	81	16	69
chromosome_14:25361086-25361515	Cluster_7043	N	32	459	39	0	13	111	167	106	132	121	13	64	103	18	29	110	36	0	72
chromosome_14:25361695-25362122	Cluster_7044	N	7	439	8	1	5	34	12	19	55	6	16	42	7	2	7	57	3	6	4
chromosome_14:25362591-25363017	Cluster_7045	N	3	136	13	0	22	17	27	23	42	149	2	26	152	4	4	34	7	3	15
chromosome_14:25363027-25363676	Cluster_7046	N	95	1652	152	2	53	211	362	171	178	373	50	538	267	42	39	287	260	67	174
chromosome_14:25364219-25365606	Cluster_7047	N	1193	9590	447	28	806	856	966	1193	2283	1310	235	1441	928	246	81	3221	992	442	507
chromosome_14:25368002-25368423	Cluster_7048	N	48	196	7	0	4	6	53	7	64	43	0	55	23	12	14	48	8	2	24
chromosome_14:25370330-25370758	Cluster_7049	N	11	410	64	0	2	53	17	17	101	19	0	23	26	11	149	33	4	3	30
chromosome_14:25372157-25372588	Cluster_7050	N	130	3714	1	0	1	0	1	0	0	0	0	16	0	0	0	103	4	0	0
chromosome_14:25375207-25375619	Cluster_7051	N	33	287	29	0	29	0	99	28	49	92	10	91	7	23	6	70	20	4	30
chromosome_14:25377423-25378242	Cluster_7052	N	103	383	57	2	160	1114	321	159	76	1300	32	96	29	25	11	1868	39	28	77
chromosome_14:25382041-25382893	Cluster_7053	N	141	700	113	0	162	103	624	220	55	79	38	341	25	34	8	270	82	36	39
chromosome_14:25383704-25384198	Cluster_7054	N	160	1927	54	9	410	525	2572	712	313	741	105	2	208	72	2	494	397	149	1
chromosome_14:25385253-25385680	Cluster_7055	N	0	280	1	2	26	409	137	62	33	69	12	0	66	5	0	0	115	29	1
chromosome_14:25385714-25386329	Cluster_7056	N	4	621	3	4	58	807	447	117	113	181	54	1	51	14	1	0	387	27	1
chromosome_14:25386888-25387318	Cluster_7057	N	0	880	2	0	48	66	576	45	195	182	50	0	45	14	0	0	71	11	1
chromosome_14:25388804-25389405	Cluster_7058	N	2	682	2	7	153	26	684	137	52	410	52	0	182	22	0	0	364	50	2
chromosome_14:25389975-25390890	Cluster_7059	N	34	2850	51	3	162	673	680	187	165	4414	65	144	128	50	10	246	141	56	122
chromosome_14:25392000-25392862	Cluster_7060	N	123	1370	85	4	101	436	620	402	281	514	76	293	182	84	11	50	176	64	137
chromosome_14:25392996-25393870	Cluster_7061	N	206	1543	125	3	237	373	1587	808	199	417	180	334	77	21	54	489	188	30	195
chromosome_14:25393937-25394373	Cluster_7062	N	2	297	29	1	42	34	602	35	44	72	34	50	106	0	12	207	41	8	8
chromosome_14:25396630-25397056	Cluster_7063	N	37	183	12	0	4	6	18	4	35	60	0	153	69	3	0	0	1	0	27
chromosome_14:25400680-25401090	Cluster_7064	N	41	359	18	1	1	67	31	11	21	54	2	192	37	3	1	18	3	0	26
chromosome_14:25401657-25402069	Cluster_7065	N	30	292	32	1	5	65	11	15	13	37	2	158	45	6	2	21	9	2	8
chromosome_14:25403509-25403935	Cluster_7066	N	13	492	9	0	0	48	86	26	10	21	6	85	3	5	1	13	0	0	1
chromosome_14:25436173-25436600	Cluster_7067	N	1	72	18	1	1	0	8	0	1	35	0	51	442	0	6	1	323	6	6
chromosome_14:25448614-25449127	Cluster_7068	N	5	152	4	1	0	63	42	33	93	63	0	12	507	9	8	12	336	1	368
chromosome_14:25474569-25474998	Cluster_7069	N	32	76	20	0	22	0	120	5	1044	1	22	12	0	0	23	3	0	0	47
chromosome_14:25480300-25480729	Cluster_7070	N	57	801	53	17	1	303	965	176	108	109	52	339	109	23	0	5	138	31	230
chromosome_14:25491531-25491961	Cluster_7071	N	37	42	4	1	122	146	1439	7	210	12	1	19	98	0	13	0	15	0	101
chromosome_14:25501887-25502707	Cluster_7072	N	1	284	1	4	121	294	468	1	228	80	9	9	55	1	29	1	85	17	183
chromosome_14:25505332-25505748	Cluster_7073	N	2	486	12	0	15	66	0	5	12	19	3	30	0	10	0	3	6	9	7
chromosome_14:25505854-25506435	Cluster_7074	N	50	1823	61	5	59	308	241	163	25	188	28	299	309	77	4	116	108	32	4
chromosome_14:25507113-25508074	Cluster_7075	N	227	623	36	14	32	270	382	918	12	87	175	231	1032	40	20	32	807	150	240
chromosome_14:25508790-25509218	Cluster_7076	N	2	756	0	2	25	184	401	9	41	81	0	3	22	5	8	1	3	3	30
chromosome_14:25513499-25513927	Cluster_7077	N	6	315	35	0	19	156	127	70	29	27	8	53	40	21	0	56	27	7	28
chromosome_14:25514035-25514444	Cluster_7078	N	9	243	37	0	10	114	172	71	22	79	12	32	62	13	9	90	28	13	52
chromosome_14:25516548-25517635	Cluster_7079	N	15	418	16	2	181	86	137	45	409	1362	4	154	846	19	21	33	26	1	42
chromosome_14:25520051-25520479	Cluster_7080	N	0	46	15	1	78	127	80	21	6	88	0	42	1	12	13	13	36	42	6
chromosome_14:25521937-25522466	Cluster_7081	N	70	13218	1070	15	1454	1527	4078	2050	316	1571	379	1065	880	338	103	1656	1035	218	626
chromosome_14:25541155-25541584	Cluster_7082	N	1	313	4	0	20	0	6	578	11	53	0	0	1	2	1	156	1	0	16
chromosome_14:25543005-25543433	Cluster_7083	N	36	1034	9	0	78	99	359	17	141	343	27	199	118	58	2	19	59	0	82
chromosome_14:25546609-25547103	Cluster_7084	N	33	505	70	4	75	72	245	124	39	153	16	309	41	33	6	213	29	14	37
chromosome_14:25547266-25548409	Cluster_7085	N	49	4588	131	0	349	293	856	150	1170	2238	51	369	160	49	23	276	119	35	36
chromosome_14:25548737-25550910	Cluster_7086	N	380	4794	3712	20	175	558	9668	313	521	1447	1424	1135	639	3014	662	6198	2112	114	326
chromosome_14:25551318-25552009	Cluster_7087	N	20	3274	64	2	14	135	466	49	54	253	32	223	132	60	5	129	100	10	37
chromosome_14:25554245-25554817	Cluster_7088	N	98	1809	10	3	3	12	72	15	808	24	114	61	24	372	0	376	5	127	15
chromosome_14:25555276-25555704	Cluster_7089	N	13	342	51	1	4	34	181	44	58	140	12	131	340	8	1	74	31	2	51
chromosome_14:25556893-25557322	Cluster_7090	N	30	103	207	2	22	104	224	100	399	32	2	34	139	77	51	116	56	37	99
chromosome_14:25557326-25557756	Cluster_7091	N	16	471	80	0	44	137	173	39	246	31	6	188	121	56	16	276	56	24	35
chromosome_14:25558622-25559104	Cluster_7092	N	16	148	69	1	12	80	675	140	205	22	13	67	143	24	245	232	143	11	148
chromosome_14:25561396-25561817	Cluster_7093	N	0	262	16	0	0	27	41	61	20	29	6	1	111	8	6	66	26	3	11
chromosome_14:25568600-25569387	Cluster_7094	N	0	0	238	1	28	83	617	449	349	1	0	0	0	0	47	653	4	4	9
chromosome_14:25574740-25575169	Cluster_7095	N	16	325	21	0	6	45	208	45	39	15	2	35	33	15	6	74	7	7	42
chromosome_14:25576560-25576980	Cluster_7096	N	27	222	34	3	78	26	113	17	18	28	9	92	44	9	5	95	15	6	13
chromosome_14:25593644-25594054	Cluster_7097	N	0	33	2	1	0	201	5	12	0	70	0	3	7	0	2	8	30	87	0
chromosome_14:25597629-25598075	Cluster_7098	N	0	1816	4	1	2	49	240	3	178	223	4	2	6	239	4	107	1	21	221
chromosome_14:25598774-25599203	Cluster_7099	N	8	273	3	1	0	241	16	7	2	80	1	4	38	15	3	38	35	2	0
chromosome_14:25633758-25634185	Cluster_7100	N	6	1	0	0	76	0	171	7	143	23	1	0	174	20	14	13	0	0	0
chromosome_14:25643703-25644129	Cluster_7101	N	13	44	7	1	0	157	0	186	32	0	16	0	8	30	0	241	10	11	0
chromosome_14:25644578-25645005	Cluster_7102	N	1	236	1	0	0	120	0	156	37	0	7	0	13	18	0	180	22	2	1
chromosome_14:25656809-25657235	Cluster_7103	N	0	2	0	0	0	465	102	393	11	0	0	1	2	6	0	50	0	1	0
chromosome_14:25669434-25669835	Cluster_7104	N	4	249	2	0	6	146	203	40	16	12	5	31	13	9	3	20	14	0	13
chromosome_14:25672503-25673287	Cluster_7105	N	28	155	38	3	6	840	103	147	32	71	1	1	17	43	10	220	1	4	9
chromosome_14:25674133-25674561	Cluster_7106	N	32	18	26	0	1	1	1	95	89	5	0	1	21	20	28	188	9	9	57
chromosome_14:25676244-25676933	Cluster_7107	N	2	1027	26	1	120	198	623	60	26	14	4	374	39	2	8	59	0	0	5
chromosome_14:25678549-25678977	Cluster_7108	N	0	189	20	0	136	123	95	122	36	78	0	0	43	13	13	102	2	3	26
chromosome_14:25682581-25683007	Cluster_7109	N	152	131	32	0	28	58	508	69	20	127	0	134	127	5	2	66	6	4	54
chromosome_14:25683359-25683822	Cluster_7110	N	41	588	23	5	42	74	503	171	28	165	0	74	145	13	5	112	17	6	2
chromosome_14:25685121-25685537	Cluster_7111	N	5	269	19	0	15	159	66	56	23	16	0	27	46	10	9	35	16	6	7
chromosome_14:25698146-25698574	Cluster_7112	N	4	834	41	0	2	2	896	107	14	23	4	135	6	7	0	21	7	2	0
chromosome_14:25703001-25703430	Cluster_7113	N	151	2	5	1	4	2	3402	1280	0	1	3	0	7	4	0	19	1	240	759
chromosome_14:25704199-25704605	Cluster_7114	N	12	102	18	0	3	127	274	138	20	22	2	3	22	27	1	95	7	5	26
chromosome_14:25708550-25708966	Cluster_7115	N	0	68	7	0	0	17	236	16	0	4	0	23	8	1	0	5	1	0	3
chromosome_14:25712850-25713275	Cluster_7116	N	5	100	19	0	2	7	1443	78	96	20	3	23	17	3	1	41	9	1	12
chromosome_14:25715510-25715929	Cluster_7117	N	13	399	13	1	15	45	75	16	92	79	4	30	28	2	14	42	2	11	55
chromosome_14:25733223-25733631	Cluster_7118	N	1	200	15	0	11	18	129	25	6	29	3	29	2	2	5	14	3	0	2
chromosome_14:25735219-25735645	Cluster_7119	N	5	353	18	3	9	4	26	28	5	38	6	29	29	1	0	66	3	0	5
chromosome_14:25743014-25743559	Cluster_7120	N	11	2419	80	0	7	45	55	39	9	12	0	97	2	4	2	6	240	3	10
chromosome_14:25746825-25747253	Cluster_7121	N	3	94	4	1	1	1026	23	31	6	85	10	13	1	8	1	1	3	2	1
chromosome_14:25764545-25764974	Cluster_7122	N	1	490	0	0	1	12	69	6	0	5	0	9	5	1	0	8	7	0	3
chromosome_14:25766248-25766668	Cluster_7123	N	4	463	15	1	22	149	133	43	29	5	1	28	8	9	2	3	7	2	6
chromosome_14:25768573-25769000	Cluster_7124	N	48	176	19	0	10	85	137	119	13	3	0	59	48	20	5	38	43	9	40
chromosome_14:25777411-25777838	Cluster_7125	N	12	429	15	0	1	36	149	28	4	9	2	32	30	12	0	26	19	4	9
chromosome_14:25778894-25779321	Cluster_7126	N	10	341	10	0	4	116	170	90	22	5	10	324	14	4	2	20	24	2	6
chromosome_14:25781096-25781499	Cluster_7127	N	3	260	7	4	4	83	80	24	6	9	3	33	18	1	3	20	14	4	15
chromosome_14:25782165-25782678	Cluster_7128	N	8	3036	8	1	0	40	8	35	76	62	2	30	13	1	9	35	3	3	24
chromosome_14:25784003-25784435	Cluster_7129	N	15	676	17	5	43	23	240	74	81	239	15	138	48	59	17	57	0	28	28
chromosome_14:25786468-25786908	Cluster_7130	N	3	58	84	0	1	144	65	148	117	58	1	69	31	0	1	48	145	10	84
chromosome_14:25788177-25789557	Cluster_7131	N	175	3309	926	1	3	1211	1121	672	267	1641	100	1264	338	27	107	555	1308	277	24
chromosome_14:25791599-25792756	Cluster_7132	N	152	1958	164	3	129	4861	1670	923	109	1531	8	10	1759	68	2	811	8	105	2
chromosome_14:25794765-25795200	Cluster_7133	N	0	410	18	2	32	738	98	154	108	455	0	69	263	39	9	493	35	2	1440
chromosome_14:25795824-25796258	Cluster_7134	N	36	509	57	0	24	168	131	84	92	181	15	118	90	43	4	107	6	13	60
chromosome_14:25802706-25803135	Cluster_7135	N	14	400	25	1	11	111	166	59	21	65	6	66	33	6	6	50	2	3	2
chromosome_14:25805531-25806576	Cluster_7136	N	45	313	93	2	26	513	156	246	526	173	16	136	141	44	18	89	80	44	58
chromosome_14:25806705-25807113	Cluster_7137	N	13	88	1	0	5	107	25	57	22	36	5	18	42	2	1	14	27	0	16
chromosome_14:25813031-25813458	Cluster_7138	N	0	373	44	2	3	12	111	9	0	1	2	2	1	8	2	1	1	0	5
chromosome_14:25815855-25816412	Cluster_7139	N	27	902	58	1	3	137	424	60	63	135	1	55	83	21	3	46	12	16	46
chromosome_14:25817815-25818220	Cluster_7140	N	20	167	15	0	12	102	38	0	2	16	8	64	11	13	2	1	15	4	20
chromosome_14:25821924-25822352	Cluster_7141	N	9	258	6	0	12	218	63	91	17	33	10	27	23	8	11	7	5	5	24
chromosome_14:25822592-25823021	Cluster_7142	N	47	513	21	0	20	208	171	76	39	75	9	72	51	11	14	20	15	7	25
chromosome_14:25823044-25823472	Cluster_7143	N	15	410	11	0	11	324	140	86	18	35	12	98	32	14	5	14	16	6	21
chromosome_14:25826191-25826803	Cluster_7144	N	14	5217	91	2	62	960	49	98	335	406	25	125	196	182	0	73	206	33	68
chromosome_14:25827277-25827702	Cluster_7145	N	0	186	11	0	4	50	26	5	12	273	2	4	53	1	0	1	7	1	17
chromosome_14:25827781-25828386	Cluster_7146	N	47	1206	479	3	76	403	649	61	118	259	50	240	194	78	7	95	174	7	27
chromosome_14:25841162-25841590	Cluster_7147	N	30	0	1	0	5	154	321	15	109	13	28	43	44	2	5	19	1	5	96
chromosome_14:25843099-25843561	Cluster_7148	N	43	2519	36	0	2	149	72	76	2706	61	78	68	1234	3	23	64	2	7	26
chromosome_14:25846244-25846644	Cluster_7149	N	3	431	6	0	4	69	3	2	2	3	1	4	1	2	0	14	2	0	10
chromosome_14:25858420-25858831	Cluster_7150	N	0	535	0	1	87	566	0	0	59	1	33	9	16	3	0	0	0	1	67
chromosome_14:25867564-25867982	Cluster_7151	N	0	207	8	0	24	0	1	2	0	3	0	0	417	14	23	0	3	0	5
chromosome_14:25879371-25879799	Cluster_7152	N	0	42	0	0	3	172	93	11	3	1	0	0	104	1	3	0	517	2	1
chromosome_14:25898821-25899239	Cluster_7153	N	10	79	5	0	0	66	21	3	13	15	0	246	0	5	0	3	4	2	6
chromosome_14:25927334-25927750	Cluster_7154	N	0	341	4	0	11	37	262	10	7	15	0	23	8	1	1	9	4	1	4
